#,NAME,REGION,PROVINCE,YEAR,TYPE,DURATION,WIND,INTENSITY,SIGNAL, POP,DEN,AI,PR,DR,SR,FLR,HP,HS, HMA, HMB, HMC, HMD,CASULATIES,DAMAGED HOUSES,DAMAGED PROPERTIES
1022,Karen,VIII,Samar,2012,4,4,185,943,0,751867,124,166000,50,75,101,74,77,819,28931,39085,64390,5419,0,0,1
1023,Karen,VIII,Southern Leyte,2012,4,4,185,943,0,408033,227,166000,43,64,101,74,77,819,24903,43716,13928,1840,0,0,1
1213,Nando,V,Sorsogon,2013,2,4,105,982,2,771639,364,156965,40,71,99,87,110,1183,10797,62950,51570,21252,0,0,1
249,Egay,I,Ilocos Norte,2007,4,6,215,994.1,1,547284,160,155630,17,60,102,91,118,1016,11958,97074,5049,1271,0,0,1
248,Egay,I,Ilocos Sur,2007,4,6,215,994.1,1,633138,244,155630,20,63,102,91,118,1016,20737,105050,4547,870,0,0,1
247,Egay,I,La Union,2007,4,6,215,994.1,1,720972,481,155630,27,61,102,91,118,1016,33830,112688,3171,777,0,0,1
250,Egay,I,Pangasinan,2007,4,6,215,994.1,1,2645395,484,155630,26,68,103,91,118,1016,107895,374688,49442,11772,0,0,1
1673,Ferdie,CAR,Mt. Province,2016,4,4,220,995.7,0,154671,65,245538,23,69,103,91,52,662,7358,23033,1118,89,0,0,1
536,Isang,IV-A,Cavite,2009,2,5,95,983.3,0,3010661,1973,249000,3,54,97,94,236,2022,67688,574033,15593,3702,0,0,1
538,Isang,IV-A,Laguna,2009,2,5,95,983.3,0,2602735,1350,249000,8,54,98,94,236,2022,73275,494718,8291,2638,0,0,1
537,Isang,IV-A,Rizal,2009,2,5,95,983.3,0,2421173,2047,249000,9,57,100,94,236,2022,75786,422769,15542,3948,0,0,1
421,Igme,I,Ilocos Norte,2008,4,6,140,984.9,2,554110,162,170138,16,59,102,91,121,992,11658,99577,5197,1276,0,0,1
420,Igme,I,Ilocos Sur,2008,4,6,140,984.9,1,641510,247,170138,19,61,102,91,121,992,20628,107927,4856,804,0,0,1
419,Igme,I,La Union,2008,4,6,140,984.9,1,727884,485,170138,28,62,104,91,121,992,33249,115992,3326,602,0,0,1
837,Mina,III,Bulacan,2011,4,9,195,975.3,1,2994520,1076,245658,7,54,100,92,199,1948,53814,515412,13414,7696,0,0,1
834,Mina,III,Nueva Ecija,2011,4,9,195,975.3,0,1993106,350,245658,27,57,102,92,199,1948,59465,300228,36811,8050,0,0,1
835,Mina,III,Tarlac,2011,4,9,195,975.3,1,1291279,424,245658,17,59,102,92,199,1948,30304,203879,19208,4023,0,0,1
836,Mina,III,Zambales,2011,4,9,195,975.3,1,768806,202,245658,16,60,101,92,199,1948,16613,126635,14048,2214,0,0,1
927,Sendong,V,Camarines Sur,2011,2,4,75,995.8,0,1847692,335,158596,43,73,102,84,109,1145,54600,162426,104064,16214,0,0,1
928,Sendong,V,Masbate,2011,2,4,75,995.8,1,845892,204,158596,53,87,102,84,109,1145,26534,41632,82740,7318,0,0,1
469,Tonyo,XII,South Cotabato,2008,1,4,55,1003.3,1,1319236,308,139277,32,66,106,78,103,957,79322,145401,57619,2457,0,0,1
277,Ineng,III,Zambales,2007,4,7,185,991,1,720355,189,205139,21,64,104,91,201,1811,16461,125706,13276,1883,0,0,1
353,Cosme,VI,Iloilo,2008,2,7,105,993.7,1,2149727,424,148641,25,60,104,83,86,1685,168798,199893,64107,4065,0,0,1
354,Cosme,VI,Negros Occidental,2008,2,7,105,993.7,1,2882408,360,148641,30,63,106,83,86,1685,189969,267643,122803,8607,0,0,1
287,Kabayan,I,La Union,2007,4,5,120,996.8,3,720972,481,155630,27,61,102,91,118,1016,33830,112688,3171,777,0,0,1
283,Ineng,XI,Davao Oriental,2007,4,7,185,991,1,486104,86,144348,52,75,108,81,108,656,28177,21528,46846,2235,0,0,1
1158,Gorio,V,Albay,2013,2,4,85,991,2,1281643,498,156965,39,67,100,87,110,1183,27636,140687,56108,18044,0,0,1
1159,Gorio,V,Camarines Sur,2013,2,4,85,991,2,1899395,345,156965,44,72,99,87,110,1183,54974,168140,104306,16363,0,0,1
1160,Gorio,V,Sorsogon,2013,2,4,85,991,2,771639,364,156965,40,71,99,87,110,1183,10797,62950,51570,21252,0,0,1
1737,Marce,XIII,Agusan del Sur,2016,2,6,85,999.5,0,709851,71,170608,51,74,104,91,46,746,41662,23313,58396,1689,0,0,1
1738,Marce,XIII,Dinagat Islands,2016,2,6,85,999.5,1,127222,156,170608,46,65,101,91,46,746,8134,7775,8023,577,0,0,1
1404,Mario,NCR,Metro Manila,2014,4,5,105,982,2,12666191,20445,370275,4,46,101,95,162,470,344593,2139922,41695,20797,0,0,1
1670,Ferdie,I,Ilocos Norte,2016,4,4,220,995.7,2,598225,175,198627,11,58,101,93,111,2755,11544,100599,5389,1299,0,0,1
96,Florita,IV-A,Cavite,2006,4,5,120,982.8,0,2726986,1787,209749,2,58,97,92,259,2112,68892,486804,16204,6325,0,0,1
97,Florita,IV-A,Laguna,2006,4,5,120,982.8,0,2393677,1241,209749,6,57,98,92,259,2112,77213,420719,8344,6156,0,0,1
95,Florita,IV-A,Rizal,2006,4,5,120,982.8,0,2203052,1863,209749,3,60,100,92,259,2112,80425,355231,12039,5408,0,0,1
540,Jolina,I,Ilocos Norte,2009,2,4,75,991.5,1,561020,164,186000,15,58,101,92,121,642,11365,102144,5349,1280,0,0,1
769,Falcon,IV-A,Batangas,2011,2,5,195,979.9,0,2437650,783,271818,18,57,101,94,240,2153,58261,384080,16896,4729,0,0,1
770,Falcon,IV-A,Cavite,2011,2,5,195,979.9,0,3200176,2097,271818,3,52,98,94,240,2153,68301,530999,15902,5052,0,0,1
771,Falcon,IV-A,Rizal,2011,2,5,195,979.9,0,2560028,2165,271818,7,54,100,94,240,2153,78120,389440,13841,4692,0,0,1
581,Maring,IV-B,Occidental Mindoro,2009,1,3,55,999.7,0,442386,76,141000,36,73,108,84,65,725,12945,46157,32621,3574,0,0,1
456,Nina,VI,Antique,2008,4,5,175,983.2,1,525323,192,148641,47,79,105,83,86,1685,28453,42799,34472,3032,0,0,1
1545,Hanna,II,Batanes,2015,4,4,195,938,2,17246,85,190709,27,60,95,96,59,1132,185,3485,186,280,0,0,1
621,Ondoy,IX,Zamboanga del Sur,2009,2,4,110,989.5,1,1740377,295,144000,32,69,105,81,72,689,135980,110356,104724,3947,0,0,1
1133,Bising,XIII,Agusan del Norte,2013,1,3,55,1005.6,1,671378,196,164175,40,67,99,92,18,733,39101,39432,42601,3337,0,0,1
1134,Bising,XIII,Agusan del Sur,2013,1,3,55,1005.6,1,682612,68,164175,54,71,98,92,18,733,41325,22848,57998,1700,0,0,1
1135,Bising,XIII,Surigao del Norte,2013,1,3,55,1005.6,1,467619,239,164175,50,63,99,92,18,733,15604,36070,31453,4231,0,0,1
1136,Bising,XIII,Surigao del Sur,2013,1,3,55,1005.6,1,579637,118,164175,44,67,99,92,18,733,25647,23109,56825,3715,0,0,1
1661,Butchoy,II,Batanes,2016,4,4,220,925,2,17377,86,190832,27,67,100,96,81,1130,186,3476,187,281,0,0,1
1511,Seniang,XI,Compostela Valley,2014,2,4,65,997,2,726054,159,183197,37,61,94,85,50,1009,74182,43780,21373,1333,0,0,1
1512,Seniang,XI,Davao del Norte,2014,2,4,65,997,2,1001809,293,183197,33,57,96,85,50,1009,74024,88716,27333,2105,0,0,1
1513,Seniang,XI,Davao Oriental,2014,2,4,65,997,2,550434,97,183197,49,66,96,85,50,1009,29192,24294,47987,2619,0,0,1
1337,Glenda,I,Ilocos Norte,2014,4,5,150,964.2,3,587981,172,197135,12,55,99,93,83,3267,11538,100643,5356,1294,0,0,1
1339,Glenda,I,Ilocos Sur,2014,4,5,150,964.2,3,683337,263,197135,18,56,99,93,83,3267,20617,109119,5148,784,0,0,1
1340,Glenda,I,La Union,2014,4,5,150,964.2,3,777493,519,197135,22,56,100,93,83,3267,32940,117309,3475,544,0,0,1
1338,Glenda,I,Pangasinan,2014,4,5,150,964.2,3,2920475,536,197135,21,61,100,93,83,3267,108451,400680,49282,9296,0,0,1
824,Kabayan,VII,Bohol,2011,4,9,175,970,0,1266603,265,200310,39,68,102,87,105,1742,74570,127623,39045,3315,0,0,1
1156,Gorio,IV-B,Occidental Mindoro,2013,2,4,85,991,2,473333,81,159497,37,70,98,87,64,782,12911,44701,32438,3542,0,0,1
1157,Gorio,IV-B,Oriental Mindoro,2013,2,4,85,991,2,820172,194,159497,33,66,100,87,64,782,24790,88259,42790,5807,0,0,1
1079,Pablo,IX,Zamboanga del Norte,2012,4,8,185,943,3,979009,134,162000,54,68,101,86,65,711,52150,42180,91571,3877,0,0,1
1080,Pablo,IX,Zamboanga del Sur,2012,4,8,185,943,3,1808343,307,162000,32,66,101,86,65,711,134645,103459,102193,4065,0,0,1
1081,Pablo,IX,Zamboanga Sibugay,2012,4,8,185,943,3,603601,173,162000,45,69,101,86,65,711,29658,19777,59459,1804,0,0,1
841,Mina,VIII,Biliran,2011,4,9,195,975.3,1,163684,305,163975,31,73,102,74,78,819,7657,14285,9163,1036,0,0,1
1377,Jose,I,Ilocos Norte,2014,4,6,195,938,0,587981,172,197135,12,55,99,93,83,3267,11538,100643,5356,1294,0,0,1
1376,Jose,I,Pangasinan,2014,4,6,195,938,0,2920475,536,197135,21,61,100,93,83,3267,108451,400680,49282,9296,0,0,1
1176,Labuyo,V,Albay,2013,4,3,175,914,2,1281643,498,156965,39,67,100,87,110,1183,27636,140687,56108,18044,0,0,1
1178,Labuyo,V,Camarines Norte,2013,4,3,175,914,2,566805,249,156965,35,70,100,87,110,1183,11323,52092,37677,8956,0,0,1
1179,Labuyo,V,Camarines Sur,2013,4,3,175,914,2,1899395,345,156965,44,72,99,87,110,1183,54974,168140,104306,16363,0,0,1
1180,Labuyo,V,Catanduanes,2013,4,3,175,914,2,254996,171,156965,31,74,99,87,110,1183,10015,24633,10782,1731,0,0,1
1177,Labuyo,V,Sorsogon,2013,4,3,175,914,2,771639,364,156965,40,71,99,87,110,1183,10797,62950,51570,21252,0,0,1
298,Lando,IV-B,Oriental Mindoro,2007,4,10,130,998.3,2,735769,174,118726,41,85,105,84,60,682,23989,82271,42004,6019,0,0,1
297,Lando,IV-B,Palawan,2007,4,10,130,998.3,2,892660,52,118726,34,89,109,84,60,682,46503,59177,126456,4001,0,0,1
258,Egay,IV-A,Batangas,2007,4,6,215,994.1,1,2245869,720,222092,15,63,101,93,233,2156,58986,375336,15641,5027,0,0,1
259,Egay,IV-A,Cavite,2007,4,6,215,994.1,1,2856765,1802,222092,2,57,97,93,233,2156,70504,519390,15662,5894,0,0,1
260,Egay,IV-A,Laguna,2007,4,6,215,994.1,1,2473530,1290,222092,6,57,98,93,233,2156,78006,440668,7934,5992,0,0,1
261,Egay,IV-A,Rizal,2007,4,6,215,994.1,1,2298691,1944,222092,5,60,100,93,233,2156,80949,376906,11779,5118,0,0,1
213,Seniang,VII,Cebu,2006,4,6,130,992.8,3,3776061,707,144288,30,71,103,85,110,1381,295997,403513,77272,12517,0,0,1
1648,Onyok,XI,Davao Oriental,2015,1,3,55,1000,0,558958,98,185283,48,65,93,85,54,1018,29237,24457,48065,2647,0,0,1
310,Lando,VIII,Eastern Samar,2007,4,10,130,998.3,1,405114,87,136249,53,84,108,74,72,835,19148,28538,34062,1966,0,0,1
308,Lando,VIII,Leyte,2007,4,10,130,998.3,1,1724240,264,136249,38,75,106,74,72,835,93312,151327,105931,11943,0,0,1
309,Lando,VIII,Southern Leyte,2007,4,10,130,998.3,1,390847,217,136249,37,75,106,74,72,835,25632,40898,14005,1746,0,0,1
315,Lando,XIII,Surigao del Norte,2007,4,10,130,998.3,1,409468,208,127646,54,76,103,85,55,582,14949,32931,31639,4009,0,0,1
1608,Lando,V,Albay,2015,4,8,185,943,1,1314826,511,158941,40,65,98,86,51,1174,27266,142173,56473,18265,0,0,1
1606,Lando,V,Camarines Norte,2015,4,8,185,943,2,583313,256,158941,32,69,96,86,51,1174,11296,52815,37729,9114,0,0,1
1607,Lando,V,Catanduanes,2015,4,8,185,943,2,260964,175,158941,32,72,95,86,51,1174,9855,24943,10906,1763,0,0,1
1710,Lawin,III,Aurora,2016,5,4,225,970.1,3,217057,69,247540,27,71,103,92,191,1917,11408,22622,7429,588,0,0,1
1711,Lawin,III,Bataan,2016,5,4,225,970.1,1,776193,565,247540,2,56,101,92,191,1917,11531,117495,9294,2887,0,0,1
1712,Lawin,III,Bulacan,2016,5,4,225,970.1,1,3370969,1211,247540,7,56,100,92,191,1917,52819,536917,14036,6565,0,0,1
1713,Lawin,III,Nueva Ecija,2016,5,4,225,970.1,2,2192978,385,247540,27,59,102,92,191,1917,58855,312733,36389,6952,0,0,1
1714,Lawin,III,Pampanga,2016,5,4,225,970.1,1,2667234,1292,247540,7,57,101,92,191,1917,32882,406865,13514,7100,0,0,1
1715,Lawin,III,Tarlac,2016,5,4,225,970.1,2,1385381,455,247540,17,61,102,92,191,1917,30114,211972,18495,3510,0,0,1
1716,Lawin,III,Zambales,2016,5,4,225,970.1,2,838264,220,247540,16,61,101,92,191,1917,16711,130392,14158,2288,0,0,1
744,Chedeng,X,Bukidnon,2011,4,6,195,958.2,0,1321612,126,181272,48,68,105,91,108,1063,136042,83675,23112,759,0,0,1
422,Igme,CAR,Abra,2008,4,6,140,984.9,1,232206,55,209648,25,67,105,89,55,599,13521,30820,1680,171,0,0,1
1698,Karen,CAR,Benguet,2016,4,5,150,976.2,3,806155,285,245538,23,52,97,91,52,662,12521,170967,1443,984,0,0,1
1699,Karen,CAR,Ifugao,2016,4,5,150,976.2,2,205232,78,245538,23,65,103,91,52,662,16224,17010,4195,146,0,0,1
1700,Karen,CAR,Kalinga,2016,4,5,150,976.2,1,214965,65,245538,23,68,102,91,52,662,13249,19236,3671,258,0,0,1
1701,Karen,CAR,Mt. Province,2016,4,5,150,976.2,2,154671,65,245538,23,69,103,91,52,662,7358,23033,1118,89,0,0,1
1371,Glenda,CAR,Benguet,2014,4,5,150,964.2,3,777288,275,242328,24,51,95,91,54,647,12602,172423,1439,971,0,0,1
1605,Lando,IV-B,Marinduque,2015,4,8,185,943,1,234521,246,166983,33,70,99,86,23,832,11751,30285,7753,694,0,0,1
682,Basyang,NCR,Metro Manila,2010,4,4,120,995.9,2,11855975,19137,363507,4,48,96,95,183,456,328025,2269046,29208,8095,0,0,1
1071,Pablo,VI,Capiz,2012,4,8,185,943,3,736083,284,202000,28,59,101,84,89,1790,54057,58838,33129,2139,0,0,1
1068,Pablo,VI,Guimaras,2012,4,8,185,943,3,167514,274,202000,25,58,101,84,89,1790,11261,14288,7180,344,0,0,1
1069,Pablo,VI,Iloilo,2012,4,8,185,943,3,2290648,451,202000,26,61,101,84,89,1790,168072,199943,64659,4216,0,0,1
1070,Pablo,VI,Negros Occidental,2012,4,8,185,943,3,2967451,371,202000,32,63,101,84,89,1790,189426,267424,123001,8881,0,0,1
1074,Pablo,VI,Negros Occidental,2012,4,8,185,943,3,2967451,371,202000,32,63,101,84,89,1790,189426,267424,123001,8881,0,0,1
1016,Igme,I,Ilocos Sur,2012,4,8,165,1000.2,2,670848,258,204000,17,57,100,93,119,1021,20700,107462,5072,820,0,0,1
1015,Igme,I,La Union,2012,4,8,165,1000.2,2,759491,507,204000,19,59,104,93,119,1021,33197,115361,3441,611,0,0,1
111,Glenda,I,Ilocos Sur,2006,4,5,130,987.7,1,627424,242,142358,21,63,102,90,123,978,21094,101012,5132,962,0,0,1
110,Glenda,I,La Union,2006,4,5,130,987.7,1,711611,475,142358,26,62,102,90,123,978,33977,107636,3501,811,0,0,1
112,Glenda,I,Pangasinan,2006,4,5,130,987.7,1,2614120,480,142358,29,68,103,90,123,978,107522,359753,51613,11848,0,0,1
1104,Quinta,IV-B,Occidental Mindoro,2012,2,2,75,994,2,466446,80,179000,38,71,101,86,67,795,12839,44054,32383,3549,0,0,1
1103,Quinta,IV-B,Oriental Mindoro,2012,2,2,75,994,2,808483,191,179000,29,67,101,86,67,795,24578,86762,42817,5885,0,0,1
1102,Quinta,IV-B,Palawan,2012,2,2,75,994,2,1037052,61,179000,26,72,101,86,67,795,42482,58173,120583,4471,0,0,1
1105,Quinta,IV-B,Romblon,2012,2,2,75,994,2,287438,187,179000,41,73,101,86,67,795,8701,26240,20987,3281,0,0,1
206,Seniang,IV-B,Marinduque,2006,4,6,130,992.8,2,227846,239,108946,41,83,102,83,64,686,11861,27781,8184,777,0,0,1
205,Seniang,IV-B,Occidental Mindoro,2006,4,6,130,992.8,3,415726,71,108946,43,76,109,83,64,686,12408,40170,32056,3595,0,0,1
204,Seniang,IV-B,Oriental Mindoro,2006,4,6,130,992.8,3,727808,172,108946,44,85,105,83,64,686,23307,77776,42983,6350,0,0,1
202,Seniang,IV-B,Palawan,2006,4,6,130,992.8,1,871623,51,108946,35,88,109,83,64,686,44131,54197,126289,4125,0,0,1
203,Seniang,IV-B,Romblon,2006,4,6,130,992.8,3,277518,181,108946,46,88,104,83,64,686,7619,23653,22007,3451,0,0,1
550,Jolina,VII,Cebu,2009,2,4,75,991.5,0,4059090,760,184000,27,66,103,87,106,1640,298130,488380,75086,8057,0,0,1
551,Jolina,VII,Negros Oriental,2009,2,4,75,991.5,1,1268147,234,184000,33,66,104,87,106,1640,75866,91494,95726,9810,0,0,1
431,Julian,CAR,Apayao,2008,2,3,75,999,1,106551,24,209648,25,67,108,89,55,599,8683,10213,2455,214,0,0,1
252,Egay,III,Bataan,2007,4,6,215,994.1,1,662153,482,205139,1,59,102,91,201,1811,11905,111781,8650,3807,0,0,1
255,Egay,III,Bulacan,2007,4,6,215,994.1,1,2822216,1009,205139,7,61,101,91,201,1811,55249,501766,11766,9729,0,0,1
256,Egay,III,Nueva Ecija,2007,4,6,215,994.1,1,1843853,321,205139,28,62,103,91,201,1811,60685,291891,36086,9867,0,0,1
253,Egay,III,Pampanga,2007,4,6,215,994.1,1,2229349,1080,205139,4,61,103,91,201,1811,34274,385755,11916,10993,0,0,1
257,Egay,III,Tarlac,2007,4,6,215,994.1,1,1243449,407,205139,18,65,104,91,201,1811,30253,200063,19327,4575,0,0,1
254,Egay,III,Zambales,2007,4,6,215,994.1,1,720355,189,205139,21,64,104,91,201,1811,16461,125706,13276,1883,0,0,1
231,Dodong,I,Ilocos Norte,2007,2,2,75,994,1,547284,160,155630,17,60,102,91,118,1016,11958,97074,5049,1271,0,0,1
232,Dodong,I,Ilocos Sur,2007,2,2,75,994,1,633138,244,155630,20,63,102,91,118,1016,20737,105050,4547,870,0,0,1
234,Dodong,I,La Union,2007,2,2,75,994,1,720972,481,155630,27,61,102,91,118,1016,33830,112688,3171,777,0,0,1
233,Dodong,I,Pangasinan,2007,2,2,75,994,1,2645395,484,155630,26,68,103,91,118,1016,107895,374688,49442,11772,0,0,1
1144,Crising,XI,Compostela Valley,2013,1,3,45,1004,1,716138,157,179758,37,61,98,86,105,1026,73979,42892,21236,1424,0,0,1
1145,Crising,XI,Davao del Norte,2013,1,3,45,1004,1,987494,289,179758,33,57,98,86,105,1026,73651,87345,26986,2112,0,0,1
1146,Crising,XI,Davao del Sur,2013,1,3,45,1004,1,2165755,470,179758,25,60,99,86,105,1026,186156,221130,81365,4845,0,0,1
1147,Crising,XI,Davao Oriental,2013,1,3,45,1004,1,542040,95,179758,50,66,99,86,105,1026,29047,23899,47824,2564,0,0,1
268,Hannah,CAR,Abra,2007,2,4,65,997.8,1,230953,55,200696,26,69,105,88,56,580,13514,30175,1614,194,0,0,1
266,Hannah,CAR,Ifugao,2007,2,4,65,997.8,1,180815,69,200696,26,68,108,88,56,580,16478,15369,4014,171,0,0,1
265,Hannah,CAR,Kalinga,2007,2,4,65,997.8,1,182326,56,200696,26,73,105,88,56,580,14083,16925,3342,295,0,0,1
267,Hannah,CAR,Mt. Province,2007,2,4,65,997.8,1,148661,53,200696,26,77,106,88,56,580,7498,21622,1064,114,0,0,1
459,Nina,XI,Davao Oriental,2008,4,5,175,983.2,1,496390,87,154796,53,73,108,82,107,703,28928,23319,47522,2453,0,0,1
1666,Cardina,V,Catanduanes,2016,2,4,105,982,1,264000,177,159028,32,79,103,86,103,1169,9874,24859,10899,1759,0,0,1
812,Juaning,CAR,Apayao,2011,3,4,95,994.4,1,113916,25,243652,24,62,104,90,57,651,8569,9927,2563,229,0,0,1
808,Juaning,CAR,Benguet,2011,3,4,95,994.4,1,735916,260,243652,24,50,99,90,57,651,13565,175025,1547,1271,0,0,1
809,Juaning,CAR,Ifugao,2011,3,4,95,994.4,1,193367,74,243652,24,63,103,90,57,651,16082,16019,4298,166,0,0,1
810,Juaning,CAR,Kalinga,2011,3,4,95,994.4,1,203779,62,243652,24,65,103,90,57,651,13445,18002,3652,285,0,0,1
811,Juaning,CAR,Mt. Province,2011,3,4,95,994.4,1,154268,65,243652,24,65,103,90,57,651,7330,22227,1141,124,0,0,1
243,Dodong,IV-A,Batangas,2007,2,2,75,994,1,2245869,720,222092,15,63,101,93,233,2156,58986,375336,15641,5027,0,0,1
241,Dodong,IV-A,Cavite,2007,2,2,75,994,1,2856765,1802,222092,2,57,97,93,233,2156,70504,519390,15662,5894,0,0,1
242,Dodong,IV-A,Rizal,2007,2,2,75,994,1,2298691,1944,222092,5,60,100,93,233,2156,80949,376906,11779,5118,0,0,1
1325,Basyang,VIII,Biliran,2014,2,3,45,1004,2,169595,316,163735,32,72,98,74,42,865,7990,15032,8806,992,0,0,1
1326,Basyang,VIII,Leyte,2014,2,3,45,1004,2,1929889,295,163735,38,66,96,74,42,865,97041,162200,104440,11248,0,0,1
1327,Basyang,VIII,Southern Leyte,2014,2,3,45,1004,2,417127,232,163735,43,63,98,74,42,865,24831,45190,13705,1844,0,0,1
753,Dodong,IV-A,Batangas,2011,2,2,65,1004.3,0,2437650,783,271818,18,57,101,94,240,2153,58261,384080,16896,4729,0,0,1
752,Dodong,IV-A,Quezon,2011,2,2,65,1004.3,0,2013477,228,271818,28,65,102,94,240,2153,131288,268957,87894,44360,0,0,1
1396,Luis,IV-B,Occidental Mindoro,2014,4,4,130,972,3,480322,82,164121,37,70,96,86,21,882,12878,45085,32504,3567,0,0,1
794,Juaning,IV-B,Marinduque,2011,3,4,95,994.4,0,229151,241,165314,33,72,102,86,66,706,11800,29280,7928,728,0,0,1
796,Juaning,IV-B,Occidental Mindoro,2011,3,4,95,994.4,1,459659,79,165314,37,71,104,86,66,706,12683,43197,32339,3587,0,0,1
795,Juaning,IV-B,Romblon,2011,3,4,95,994.4,0,285679,186,165314,41,74,102,86,66,706,8497,25688,21211,3338,0,0,1
164,Milenyo,CAR,Kalinga,2006,4,5,130,963.9,1,181116,55,192126,26,74,105,88,57,564,13749,16054,3622,330,0,0,1
47,Quedan,IX,Zamboanga del Norte,2005,1,3,55,1002.8,1,882366,121,113535,65,72,105,77,71,674,46201,34748,90238,3909,0,0,1
48,Quedan,IX,Zamboanga Sibugay,2005,1,3,55,1002.8,1,531729,153,113535,50,83,108,77,71,674,27411,15318,53074,1927,0,0,1
1533,Dodong,II,Cagayan,2015,4,6,185,943,3,1199320,128,190709,22,56,97,96,59,1132,51508,149516,28357,3991,0,0,2
1534,Dodong,II,Isabela,2015,4,6,185,943,3,1593566,122,190709,26,55,96,96,59,1132,59396,224987,29766,2498,0,0,2
183,Queenie,III,Aurora,2006,4,5,195,999.3,4,185734,59,197640,31,77,107,90,201,1866,11034,19976,7627,612,0,0,2
184,Queenie,III,Nueva Ecija,2006,4,5,195,999.3,3,1816373,319,197640,27,63,103,90,201,1866,60427,280239,37493,9905,0,0,2
4,Auring,VIII,Biliran,2005,2,4,105,1004.9,3,147176,275,117645,27,84,105,75,75,805,6851,12286,9988,1171,0,0,2
2,Auring,VIII,Eastern Samar,2005,2,4,105,1004.9,3,396519,86,117645,50,85,107,75,75,805,17627,25407,34700,2201,0,0,2
1,Auring,VIII,Leyte,2005,2,4,105,1004.9,3,1685476,258,117645,39,76,105,75,75,805,88552,135829,110200,12955,0,0,2
3,Auring,VIII,Northern Samar,2005,2,4,105,1004.9,3,535253,145,117645,54,91,105,75,75,805,11121,22595,58171,8881,0,0,2
5,Auring,VIII,Southern Leyte,2005,2,4,105,1004.9,2,381822,212,117645,31,75,105,75,75,805,23697,36338,16078,2072,0,0,2
1565,Ineng,III,Bataan,2015,4,6,180,964,0,760650,554,247164,2,53,98,92,168,1910,11519,117830,9297,2848,0,0,2
1563,Ineng,III,Bulacan,2015,4,6,180,964,0,3292071,1183,247164,7,51,99,92,168,1910,52732,538668,14074,6431,0,0,2
1562,Ineng,III,Nueva Ecija,2015,4,6,180,964,0,2151461,378,247164,27,55,98,92,168,1910,58804,313748,36349,6827,0,0,2
1564,Ineng,III,Zambales,2015,4,6,180,964,0,823888,216,247164,16,59,95,92,168,1910,16719,130712,14164,2291,0,0,2
1100,Pablo,ARMM,Lanao del Sur,2012,4,8,185,943,3,976606,65,130000,74,82,96,72,37,441,68732,47166,6949,1810,0,0,2
1101,Pablo,ARMM,Maguindanao,2012,4,8,185,943,3,1313388,129,130000,64,82,101,72,37,441,71308,54813,113035,9608,0,0,2
25,Labuyo,VIII,Leyte,2005,4,5,95,998.9,1,1685476,258,117645,39,76,105,75,75,805,88552,135829,110200,12955,0,0,2
473,Crising,VIII,Leyte,2009,1,3,55,1007.4,1,1767252,270,160000,36,72,106,74,74,845,98425,166339,103659,10970,0,0,2
1578,Kabayan,III,Aurora,2015,3,3,95,985,2,214336,68,247164,27,65,95,92,168,1910,11421,22705,7421,587,0,0,2
1579,Kabayan,III,Bulacan,2015,3,3,95,985,1,3292071,1183,247164,7,51,99,92,168,1910,52732,538668,14074,6431,0,0,2
1580,Kabayan,III,Nueva Ecija,2015,3,3,95,985,2,2151461,378,247164,27,55,98,92,168,1910,58804,313748,36349,6827,0,0,2
1582,Kabayan,III,Pampanga,2015,3,3,95,985,1,2609744,1264,247164,7,52,97,92,168,1910,32793,408076,13532,6929,0,0,2
1581,Kabayan,III,Zambales,2015,3,3,95,985,1,823888,216,247164,16,59,95,92,168,1910,16719,130712,14164,2291,0,0,2
943,Dindo,I,Ilocos Norte,2012,2,3,79,994,2,577913,169,204000,10,56,100,93,119,1021,11698,99227,5340,1302,0,0,2
945,Dindo,I,Ilocos Sur,2012,2,3,79,994,2,670848,258,204000,17,57,100,93,119,1021,20700,107462,5072,820,0,0,2
944,Dindo,I,La Union,2012,2,3,79,994,2,759491,507,204000,19,59,104,93,119,1021,33197,115361,3441,611,0,0,2
271,Hannah,VI,Antique,2007,2,4,65,997.8,1,515265,189,138958,49,85,106,82,85,1623,26886,40578,35673,2899,0,0,2
270,Hannah,VI,Guimaras,2007,2,4,65,997.8,0,151238,250,138958,24,63,107,82,85,1623,11171,13451,7051,358,0,0,2
272,Hannah,VI,Iloilo,2007,2,4,65,997.8,1,2110588,416,138958,23,60,104,82,85,1623,167867,189424,63084,3990,0,0,2
269,Hannah,VI,Negros Occidental,2007,2,4,65,997.8,0,2869766,359,138958,29,63,106,82,85,1623,189325,253464,123039,8318,0,0,2
926,Sendong,IV-B,Palawan,2011,2,4,75,995.8,0,1015472,60,165314,28,73,105,86,66,706,42396,56954,121374,4440,0,0,2
746,Chedeng,XI,Davao del Norte,2011,4,6,195,958.2,0,959474,280,184178,33,58,103,84,108,982,72426,83344,26792,2132,0,0,2
745,Chedeng,XI,Davao del Sur,2011,4,6,195,958.2,0,2070330,449,184178,25,63,104,84,108,982,184311,211384,81233,5012,0,0,2
955,Ferdie,IV-B,Occidental Mindoro,2012,1,2,150,950,1,466446,80,179000,38,71,101,86,67,795,12839,44054,32383,3549,0,0,2
1691,Karen,IV-A,Batangas,2016,4,5,150,976.2,1,2762623,887,273489,18,59,100,95,231,2150,57162,399978,17221,4348,0,0,2
