#,NAME,REGION,PROVINCE,YEAR,TYPE,DURATION,WIND,INTENSITY,SIGNAL,POP,DEN,AI,PR,DR,SR,FLR,HP,HS,HMA,HMB,HMC,HMD,CASUALTIES,DAMAGED HOUSES,DAMAGED PROPERTIES
1483,Ruby,VIII,Southern Leyte,2014,4,8,215,927,3,417127,232,163735,43,63,98,74,42,865,24831,45190,13705,1844,5,0,0
1274,Yolanda (Haiyan),VI,Aklan,2013,4,3,235,910,4,558853,317,179929,34,60,99,85,59,1776,6405,43574,45956,11751,5,0,0
1275,Yolanda (Haiyan),VI,Antique,2013,4,3,235,910,4,567343,208,179929,37,65,99,85,59,1776,28980,43473,34120,3110,5,0,0
1276,Yolanda (Haiyan),VI,Capiz,2013,4,3,235,910,4,744422,287,179929,28,59,99,85,59,1776,54346,60045,32952,2100,5,0,0
1277,Yolanda (Haiyan),VI,Guimaras,2013,4,3,235,910,4,169848,278,179929,23,58,99,85,59,1776,11361,14541,7160,334,5,0,0
1278,Yolanda (Haiyan),VI,Iloilo,2013,4,3,235,910,4,2321487,457,179929,26,60,99,85,59,1776,168698,203138,64677,4163,5,0,0
1279,Yolanda (Haiyan),VI,Negros Occidental,2013,4,3,235,910,4,2997703,374,179929,31,63,99,85,59,1776,189878,271902,122837,8831,5,0,0
194,Reming,V,Albay,2006,4,6,195,964,4,1172927,456,125184,36,77,104,80,123,1115,26955,126543,56990,18368,5,0,0
196,Reming,V,Camarines Norte,2006,4,6,195,964,4,507389,223,125184,41,79,105,80,123,1115,11616,46546,37271,8194,5,0,0
195,Reming,V,Camarines Sur,2006,4,6,195,964,4,1672724,303,125184,48,81,105,80,123,1115,54501,150824,102771,15494,5,0,0
197,Reming,V,Catanduanes,2006,4,6,195,964,4,230188,154,125184,41,87,106,80,123,1115,10422,22190,10628,1600,5,0,0
199,Reming,V,Masbate,2006,4,6,195,964,2,759871,184,125184,54,100,105,80,123,1115,23365,36420,84473,7097,5,0,0
198,Reming,V,Sorsogon,2006,4,6,195,964,3,700906,331,125184,41,86,105,80,123,1115,10210,55695,52297,20579,5,0,0
625,Ondoy,NCR,Metro Manila,2009,2,4,110,989.5,1,11752401,18970,356000,4,49,96,94,195,449,339984,2183588,36475,13938,5,0,0
1087,Pablo,XI,Compostela Valley,2012,4,8,185,943,3,706357,155,194000,37,62,102,85,108,1053,73518,41809,21314,1491,5,0,0
1088,Pablo,XI,Davao del Norte,2012,4,8,185,943,3,973383,284,194000,33,58,100,85,108,1053,73108,85520,26813,2122,5,0,0
1089,Pablo,XI,Davao del Sur,2012,4,8,185,943,3,2117505,460,194000,24,62,101,85,108,1053,185528,216682,81167,4901,5,0,0
1090,Pablo,XI,Davao Oriental,2012,4,8,185,943,3,533774,94,194000,46,67,102,85,108,1053,28727,23321,47740,2532,5,0,0
934,Sendong,X,Bukidnon,2011,2,4,75,995.8,2,1321612,126,181272,48,68,105,91,108,1063,136042,83675,23112,759,5,0,0
935,Sendong,X,Lanao del Norte,2011,2,4,75,995.8,2,947759,227,181272,48,74,101,91,108,1063,66112,65025,31643,2515,5,0,0
936,Sendong,X,Misamis Occidental,2011,2,4,75,995.8,2,574377,286,181272,44,62,102,91,108,1063,42795,39241,29864,2476,5,0,0
937,Sendong,X,Misamis Oriental,2011,2,4,75,995.8,2,1444474,408,181272,25,65,103,91,108,1063,103653,129989,37283,3176,5,0,0
1284,Yolanda (Haiyan),VIII,Biliran,2013,4,3,235,910,4,167601,313,162988,33,72,99,74,42,865,7904,14874,8906,999,5,0,0
1285,Yolanda (Haiyan),VIII,Eastern Samar,2013,4,3,235,910,4,451453,98,162988,60,72,99,74,42,865,20289,30814,32928,1976,5,0,0
1286,Yolanda (Haiyan),VIII,Leyte,2013,4,3,235,910,4,1893701,290,162988,38,67,99,74,42,865,96508,160646,104653,11348,5,0,0
1287,Yolanda (Haiyan),VIII,Northern Samar,2013,4,3,235,910,4,614662,166,162988,51,77,99,74,42,865,13744,29130,56463,8639,5,0,0
1288,Yolanda (Haiyan),VIII,Samar,2013,4,3,235,910,4,761287,126,162988,46,73,99,74,42,865,29427,39822,64150,5348,5,0,0
1289,Yolanda (Haiyan),VIII,Southern Leyte,2013,4,3,235,910,4,412555,229,162988,43,64,100,74,42,865,24946,44576,13748,1830,5,0,0
